7.5	22.79802623	0
7.539786268	22.78489903	0
7.579564857	22.77169743	0
7.619335627	22.75842149	0
7.659098441	22.74507131	0
7.698853161	22.73164694	0
7.73859965	22.71814848	0
7.77833777	22.70457599	0
7.818067385	22.69092956	0
7.857788359	22.67720926	0
7.897500555	22.66341517	0
7.937203838	22.64954738	0
7.976898071	22.63560596	0
8.016583121	22.62159099	0
8.056258851	22.60750256	0
8.095925128	22.59334074	0
8.135581817	22.57910561	0
8.175228785	22.56479726	0
8.214865897	22.55041577	0
8.254493021	22.53596122	0
8.294110024	22.5214337	0
8.333716773	22.50683328	0
8.373313137	22.49216005	0
8.412898982	22.4774141	0
8.452474178	22.46259551	0
8.492038593	22.44770436	0
8.531592097	22.43274075	0
8.571134559	22.41770475	0
8.610665848	22.40259644	0
8.650185835	22.38741593	0
8.68969439	22.37216329	0
8.729191385	22.35683861	0
8.768676689	22.34144198	0
8.808150175	22.32597349	0
8.847611715	22.31043322	0
8.88706118	22.29482126	0
8.926498443	22.2791377	0
8.965923377	22.26338263	0
9.005335855	22.24755615	0
9.04473575	22.23165833	0
9.084122937	22.21568926	0
9.12349729	22.19964905	0
9.162858682	22.18353778	0
9.20220699	22.16735554	0
9.241542087	22.15110242	0
9.280863851	22.13477851	0
9.320172156	22.11838391	0
9.359466879	22.10191871	0
9.398747896	22.085383	0
9.438015085	22.06877687	0
9.477268323	22.05210042	0
9.516507486	22.03535373	0
9.555732455	22.01853691	0
9.594943105	22.00165005	0
9.634139317	21.98469324	0
9.67332097	21.96766657	0
9.712487941	21.95057014	0
9.751640113	21.93340405	0
9.790777363	21.91616839	0
9.829899573	21.89886326	0
9.869006624	21.88148874	0
9.908098396	21.86404495	0
9.947174771	21.84653197	0
9.98623563	21.8289499	0
10.02528086	21.81129884	0
10.06431033	21.79357889	0
10.10332394	21.77579013	0
10.14232156	21.75793268	0
10.18130308	21.74000663	0
10.22026839	21.72201207	0
10.25921735	21.70394911	0
10.29814988	21.68581783	0
10.33706583	21.66761835	0
10.37596511	21.64935076	0
10.41484759	21.63101516	0
10.45371317	21.61261165	0
10.49256172	21.59414033	0
10.53139314	21.57560129	0
10.57020731	21.55699465	0
10.60900412	21.53832049	0
10.64778346	21.51957892	0
10.68654521	21.50077004	0
10.72528926	21.48189395	0
10.7640155	21.46295075	0
10.80272383	21.44394055	0
10.84141412	21.42486344	0
10.88008627	21.40571952	0
10.91874017	21.3865089	0
10.9573757	21.36723168	0
10.99599277	21.34788796	0
11.03459125	21.32847784	0
11.07317105	21.30900143	0
11.11173205	21.28945883	0
11.15027414	21.26985013	0
11.18879722	21.25017545	0
11.22730118	21.23043489	0
11.26578591	21.21062855	0
11.3042513	21.19075652	0
11.34269725	21.17081893	0
11.38112365	21.15081586	0
11.4195304	21.13074743	0
11.45791739	21.11061374	0
11.49628451	21.09041489	0
11.53463166	21.07015098	0
11.57295873	21.04982212	0
11.61126563	21.02942842	0
11.64955224	21.00896997	0
11.68781846	20.98844689	0
11.72606419	20.96785928	0
11.76428933	20.94720724	0
11.80249377	20.92649087	0
11.84067741	20.90571029	0
11.87884015	20.88486559	0
11.91698188	20.86395689	0
11.95510251	20.84298429	0
11.99320192	20.82194788	0
12.03128003	20.80084779	0
12.06933673	20.77968411	0
12.10737192	20.75845695	0
12.1453855	20.73716642	0
12.18337737	20.71581262	0
12.22134743	20.69439565	0
12.25929557	20.67291563	0
12.29722171	20.65137266	0
12.33512575	20.62976684	0
12.37300757	20.60809829	0
12.41086709	20.5863671	0
12.44870421	20.56457338	0
12.48651883	20.54271724	0
12.52431085	20.52079879	0
12.56208017	20.49881814	0
12.59982671	20.47677538	0
12.63755035	20.45467063	0
12.67525101	20.43250399	0
12.71292859	20.41027556	0
12.75058299	20.38798546	0
12.78821411	20.3656338	0
12.82582187	20.34322067	0
12.86340617	20.32074619	0
12.90096691	20.29821046	0
12.93850399	20.27561358	0
12.97601733	20.25295567	0
13.01350682	20.23023684	0
13.05097238	20.20745718	0
13.08841391	20.1846168	0
13.12583132	20.16171582	0
13.16322451	20.13875434	0
13.2005934	20.11573246	0
13.23793788	20.09265029	0
13.27525787	20.06950794	0
13.31255328	20.04630552	0
13.349824	20.02304313	0
13.38706996	19.99972088	0
13.42429105	19.97633887	0
13.46148719	19.95289722	0
13.49865829	19.92939602	0
13.53580425	19.90583539	0
13.57292499	19.88221544	0
13.61002041	19.85853626	0
13.64709043	19.83479796	0
13.68413495	19.81100066	0
13.72115388	19.78714445	0
13.75814714	19.76322945	0
13.79511463	19.73925576	0
13.83205626	19.71522349	0
13.86897196	19.69113274	0
13.90586162	19.66698362	0
13.94272516	19.64277624	0
13.97956249	19.6185107	0
14.01637352	19.5941871	0
14.05315817	19.56980556	0
14.08991634	19.54536618	0
14.12664796	19.52086907	0
14.16335292	19.49631433	0
14.20003114	19.47170206	0
14.23668255	19.44703238	0
14.27330704	19.42230539	0
14.30990453	19.39752119	0
14.34647494	19.3726799	0
14.38301818	19.3477816	0
14.41953416	19.32282642	0
14.4560228	19.29781446	0
14.49248401	19.27274581	0
